설치장소명,설치장소상세,설치시설구분,서비스제공사,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,위도,경도
종로1234가동주민센터,종로17길 8,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로17길 8,,서울특별시청,37.570708,126.988975
종로1234가동주민센터,종로17길 8,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로17길 8,,서울특별시청,37.570708,126.988975
종로1234가동주민센터,종로17길 8,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로17길 8,,서울특별시청,37.570708,126.988975
종로1234가동주민센터,종로17길 8,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 종로17길 8,,서울특별시청,37.570708,126.988975
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
삼청동주민센터,삼청로 107,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼청로 107,,서울특별시청,37.584915,126.981745
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구보건소,자하문로 19길 36,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 자하문로 19길 36,,서울특별시청,37.581902,126.969277
종로구청,삼봉로43 1층 민원여권과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 1층 토지정보과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 삼봉도서관,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 본관 1층 입구,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 세무1과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 세무2과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 1별관 4층 민원여권과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 교통행정과 민원실,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
종로구청,삼봉로43 구내식당,관공서,KT,Public WiFi,17-Dec,서울특별시 종로구 삼봉로43,,서울특별시청,37.57323,126.97933
